








,Timestamp: 2026-01-31 14:13:14
,control_id,control_title,control_description,key_control,hierarchy_level,parent_control_id,preventative_detective,manual_automated,execution_frequency,four_eyes_check,evidence_description,evidence_available_from,performance_measures_required,performance_measures_available_from,control_status,valid_from,valid_until,reason_for_deactivation,status_updates,last_modified_on,group_id,group_name,division_id,division_name,unit_id,unit_name,area_id,area_name,sector_id,sector_name,segment_id,segment_name,function_id,function_name,l0_location_id,l0_location_name,region_id,region_name,sub_region_id,sub_region_name,country_id,country_name,company_id,company_short_name,control_owner,control_owner_gpn,control_instance_owner_role,control_administrator,control_administrator_gpn,control_delegate,control_delegate_gpn,control_assessor,control_assessor_gpn,is_assessor_control_owner,sox_relevant,ccar_relevant,bcbs239_relevant,ey_reliant,sox_rationale,local_functional_information,kpci_governance_forum,financial_statement_line_item,it_application_system_supporting,additional_information_on_deactivation,control_created_by,control_created_by_gpn,control_created_on,last_control_modification_requested_by,last_control_modification_requested_by_gpn,last_modification_on,control_status_date_change,category_flags,sox_assertions,risk_themes,risk_theme_taxonomy_numbers,risk_theme_numbers,related_function_ids,related_function_names,related_functions_comments,related_location_ids,related_location_names,related_locations_comments
,CTRL-8235363119,System Availability Monitoring Control - Group Functions,This control ensures that system availability monitoring - group functions processes are executed according to established procedures.,False,Level 2,CTRL-2445662585,Preventative,IT Dependent Manual,Daily,False,"Evidence includes system screenshots, approval emails, and reconciliation reports for system availability monitoring control - group functions.",2022-11-17,True,2022-12-17,Active,2022-11-17,nan,nan,Last reviewed on 2025-06-07. Control operating effectively.,2025-06-07 00:00:00,N00000,All Functions,N40000,Group Functions,N40200,Group Technology,N40210,Infrastructure,N40211,Cloud Services,N40212,Platform Engineering,N40213,DevOps,N0000,UBS Group AG (Regional),EMEA,Europe Middle East Africa,SB,UK & Ireland,C782,United Kingdom,2100,UBS AG London Branch,Kevin Williams,34072553,Senior Analyst,Emma Thomas,88790652,nan,nan,nan,nan,False,True,False,False,False,Control is SOX relevant due to impact on financial reporting for Group Functions.,Local requirements for United Kingdom operations.,Technology Committee,Revenue,Calypso,nan,Henry Jackson,86060638,2022-10-20,Thomas Wang,nan,2025-06-07,2025-06-07,Manual Control,"Existence, Classification, Rights and Obligations","Technology Production Stability, Transaction Processing, Outsourcing Risk","1, 8, 2","1.1, 8.2, 2.2",N10122,Options Trading,Control applies to multiple functions within Group Functions.,"4200, 4300","UBS AG Singapore Branch, UBS Securities Japan Co Ltd",Control deployed across Europe Middle East Africa region.
,CTRL-4332894265,Compliance Training Completion Control - Investment Bank,This control ensures compliance training completion - investment bank requirements are met with proper documentation.,False,Level 2,CTRL-7635473142,2nd Line Detective,Manual,Semi-Annually,True,"Evidence includes system screenshots, approval emails, and reconciliation reports for compliance training completion control - investment bank.",2023-02-19,True,nan,Active,2023-02-19,nan,nan,Last reviewed on 2025-06-03. Control operating effectively.,2025-06-03 00:00:00,N00000,All Functions,N10000,Investment Bank,N10007,Global Markets,N10100,Equities,N10110,Cash Equities,N10111,Execution Services,N10112,Electronic Trading,N0000,UBS Group AG (Regional),AMER,Americas,SNA,North America,C840,United States,3200,UBS Financial Services Inc,Benjamin Garcia,10697290,Senior Analyst,Matthew Kumar,46207439,nan,nan,Benjamin Rodriguez,21716836,False,True,True,False,False,Control is SOX relevant due to impact on financial reporting for Investment Bank.,nan,Technology Committee,Revenue,SAP,nan,Isabella Li,84386123,2023-02-06,nan,53544301,2025-06-03,2025-06-03,Regulatory Control,"Cutoff, Classification, Existence, Presentation and Disclosure","Regulatory Change, Financial Crime Prevention","5, 3","5.3, 3.1",N40413,Capital Calculations,Control applies to multiple functions within Investment Bank.,"1000, 4100, 3100","UBS AG Zurich, UBS AG Hong Kong Branch, UBS Securities LLC",Control deployed across Americas region.
,CTRL-6649827836,AML Alert Investigation Control - Investment Bank,This control ensures that aml alert investigation - investment bank is performed according to established procedures.,False,Level 2,CTRL-9963334018,Preventative,Automated,Semi-Annually,True,"Evidence includes system screenshots, approval emails, and reconciliation reports for aml alert investigation control - investment bank.",2020-05-15,True,nan,Active,2020-05-15,nan,nan,Last reviewed on 2025-06-09. Control operating effectively.,2025-06-09 00:00:00,N00000,All Functions,N10000,Investment Bank,N14952,Investment Banking,N14960,Advisory,N14961,M&A,N14962,Cross Border M&A,N14963,Deal Execution,N0000,UBS Group AG (Regional),AMER,Americas,SNA,North America,C840,United States,3200,UBS Financial Services Inc,Margaret White,54230340,Director,Elizabeth Thompson,97380687,Edward Rodriguez,50323741,nan,nan,False,False,False,False,False,nan,nan,Audit Committee,Loans,Calypso,nan,Amelia Harris,52833932,2020-05-09,nan,75901885,2025-06-09,2025-06-09,"Financial Reporting Control, IT General Control",nan,"Anti-Money Laundering, Regulatory Change","3, 5","3.2, 5.3","N40113, N30113","Control Testing, Portfolio Management",Control applies to multiple functions within Investment Bank.,3100,UBS Securities LLC,Control deployed across Americas region.
,CTRL-2149938334,Privileged Access Management Control - Group Functions,This control ensures that privileged access management - group functions is performed according to established procedures.,False,Level 2,CTRL-5693307665,2nd Line Detective,IT Dependent Manual,Intraday,False,"Evidence includes system screenshots, approval emails, and reconciliation reports for privileged access management control - group functions.",2022-07-12,False,nan,Active,2022-07-12,nan,nan,Last reviewed on 2024-08-19. Control operating effectively.,2024-08-19 00:00:00,N00000,All Functions,N40000,Group Functions,N40300,Group Compliance,N40310,Regulatory Compliance,N40311,Financial Crime,N40312,AML Operations,N40313,Transaction Monitoring,N0000,UBS Group AG (Regional),EMEA,Europe Middle East Africa,SCH,Switzerland,C756,Switzerland,1000,UBS AG Zurich,Nancy Harris,81721578,Managing Director,Christopher Williams,58255231,nan,nan,nan,nan,False,False,False,False,False,nan,Local requirements for Switzerland operations.,Compliance Committee,Deposits,Internal System,nan,Isabella Miller,43316996,2022-06-16,John Wilson,15945401,2024-08-19,2024-08-19,"Financial Reporting Control, IT General Control, SOX Control, Key Control",nan,"Physical Security, Technology Production Stability, Legal Risk","6, 1, 5","6.2, 1.1, 5.2",N20213,Trust Services,Control applies to multiple functions within Group Functions.,3100,UBS Securities LLC,Control deployed across Europe Middle East Africa region.
,CTRL-2351531223,Production Release Validation Control - Asset Management,This control ensures that production release validation - asset management is performed according to established procedures.,False,Level 2,CTRL-8293453178,Preventative,Manual,Monthly,False,"Evidence includes system screenshots, approval emails, and reconciliation reports for production release validation control - asset management.",2020-11-16,False,2020-12-16,Active,2020-11-16,nan,nan,Last reviewed on 2023-02-20. Control operating effectively.,2023-02-20 00:00:00,N00000,All Functions,N30000,Asset Management,N30100,Traditional Investments,N30110,Fixed Income,N30111,Credit,N30112,Investment Grade,N30113,Portfolio Management,N0000,UBS Group AG (Regional),APAC,Asia Pacific,SAP,Asia Pacific,C702,Singapore,4200,UBS AG Singapore Branch,William Fischer,15997257,Business Manager,Emma Wang,96969050,nan,nan,nan,nan,False,False,True,False,False,nan,nan,Audit Committee,nan,Murex,nan,Jessica Anderson,84076145,2020-11-04,nan,72015859,2023-02-20,nan,"CCAR Control, Automated Control, IT General Control, BCBS239 Control",nan,"Process Execution, Operational Resilience","8, 6","8.1, 6.3",N40413,Capital Calculations,Control applies to multiple functions within Asset Management.,4300,UBS Securities Japan Co Ltd,Control deployed across Asia Pacific region.
,CTRL-8110054933,Change Management Approval Control - Group Functions,This control ensures that change management approval - group functions is performed according to established procedures.,True,Level 2,CTRL-5693307665,Detective,Automated,Annually,False,"Evidence includes system screenshots, approval emails, and reconciliation reports for change management approval control - group functions.",2021-03-06,False,2021-04-05,Active,2021-03-06,nan,nan,Last reviewed on 2023-05-09. Control operating effectively.,2023-05-09 00:00:00,N00000,All Functions,N40000,Group Functions,N40100,Group Risk Control,N40110,Non-Financial Risk,N40111,Operational Risk,N40112,Risk Assessment,N40113,Control Testing,N0000,UBS Group AG (Regional),APAC,Asia Pacific,SAP,Asia Pacific,C702,Singapore,4200,UBS AG Singapore Branch,Mia Li,57242616,Director,Margaret Anderson,49922369,nan,nan,Margaret Garcia,27978165,False,False,False,False,False,nan,nan,Risk Committee,Trading Assets,Calypso,nan,Charlotte White,66135102,2021-02-25,Brian White,nan,2023-05-09,nan,"Manual Control, CCAR Control",nan,Transaction Processing,8,8.2,"N20213, N14963","Trust Services, Deal Execution",Control applies to multiple functions within Group Functions.,4100,UBS AG Hong Kong Branch,Control deployed across Asia Pacific region.
,CTRL-2970753705,Change Management Approval Control - Group Functions,This control ensures that change management approval - group functions processes are executed according to established procedures.,False,Level 2,CTRL-7665963761,2nd Line Detective,Automated,Intraday,True,"Evidence includes system screenshots, approval emails, and reconciliation reports for change management approval control - group functions.",2021-03-02,True,nan,Active,2021-03-02,nan,nan,Last reviewed on 2025-02-25. Control operating effectively.,2025-02-25 00:00:00,N00000,All Functions,N40000,Group Functions,N40200,Group Technology,N40210,Infrastructure,N40211,Cloud Services,N40212,Platform Engineering,N40213,DevOps,N0000,UBS Group AG (Regional),EMEA,Europe Middle East Africa,SB,UK & Ireland,C782,United Kingdom,2100,UBS AG London Branch,Kevin Weber,32576626,Director,Brian Lopez,83782999,nan,nan,nan,nan,False,True,False,False,True,Control is SOX relevant due to impact on financial reporting for Group Functions.,nan,Operating Committee,Deposits,nan,nan,Maria Williams,69239219,2021-02-03,Linda Miller,97734330,2025-02-25,2025-02-25,"Key Control, Application Control, Regulatory Control","Completeness, Rights and Obligations, Existence","Technology Production Stability, Regulatory Change","1, 5","1.1, 5.3",N20113,Investment Advisory,Control applies to multiple functions within Group Functions.,"4100, 4200, 4300","UBS AG Hong Kong Branch, UBS AG Singapore Branch, UBS Securities Japan Co Ltd",Control deployed across Europe Middle East Africa region.
,CTRL-2137651678,Vendor Exit Planning Control - Group Functions,This control ensures that vendor exit planning - group functions is performed according to established procedures.,False,Level 2,CTRL-5710360983,1st Line Detective,Automated,Semi-Annually,True,"Evidence includes system screenshots, approval emails, and reconciliation reports for vendor exit planning control - group functions.",2022-01-06,True,2022-02-05,Active,2022-01-06,nan,nan,Last reviewed on 2024-07-29. Control operating effectively.,2024-07-29 00:00:00,N00000,All Functions,N40000,Group Functions,N40100,Group Risk Control,N40110,Non-Financial Risk,N40111,Operational Risk,N40112,Risk Assessment,N40113,Control Testing,N0000,UBS Group AG (Regional),EMEA,Europe Middle East Africa,SCH,Switzerland,C756,Switzerland,1000,UBS AG Zurich,Sarah Rodriguez,27809465,Team Lead,Charlotte Chen,43226234,Patricia Lopez,29081953,nan,nan,False,True,False,False,True,Control is SOX relevant due to impact on financial reporting for Group Functions.,nan,Technology Committee,Loans,Bloomberg,nan,William Garcia,64069715,2021-12-19,Sarah Kumar,nan,2024-07-29,nan,SOX Control,"Accuracy, Cutoff, Existence, Presentation and Disclosure","Third Party Management, Intragroup Dependencies, Cyber and Information Security","2, 2, 1","2.1, 2.3, 1.2","N20113, N40113","Investment Advisory, Control Testing",Control applies to multiple functions within Group Functions.,4300,UBS Securities Japan Co Ltd,Control deployed across Europe Middle East Africa region.
,CTRL-7805745017,Privileged Access Management Control - Asset Management,This control ensures that privileged access management - asset management is performed according to established procedures.,True,Level 2,CTRL-1939042955,Preventative,Manual,Weekly,True,"Evidence includes system screenshots, approval emails, and reconciliation reports for privileged access management control - asset management.",2023-04-02,True,nan,Active,2023-04-02,nan,nan,Last reviewed on 2025-09-20. Control operating effectively.,2025-09-20 00:00:00,N00000,All Functions,N30000,Asset Management,N30100,Traditional Investments,N30110,Fixed Income,N30111,Credit,N30112,Investment Grade,N30113,Portfolio Management,N0000,UBS Group AG (Regional),AMER,Americas,SNA,North America,C840,United States,3200,UBS Financial Services Inc,Lucas Fischer,31337593,Senior Analyst,Isabella Kumar,43606680,Isabella Kumar,99188862,nan,nan,False,False,True,False,False,nan,Local requirements for United States operations.,Audit Committee,Revenue,Bloomberg,nan,Jennifer Moore,67610401,2023-03-05,Benjamin Smith,nan,2025-09-20,nan,"Manual Control, Application Control",nan,"Physical Security, Operational Resilience","6, 6","6.2, 6.3",N10112,Electronic Trading,Control applies to multiple functions within Asset Management.,"4100, 4200, 2100","UBS AG Hong Kong Branch, UBS AG Singapore Branch, UBS AG London Branch",Control deployed across Americas region.
,CTRL-7010379415,Master Data Management Control - Group Functions,This control ensures data integrity through master data management - group functions.,False,Level 2,CTRL-8995970241,1st Line Detective,Manual,Event Triggered,True,"Evidence includes system screenshots, approval emails, and reconciliation reports for master data management control - group functions.",2020-07-25,True,nan,Active,2020-07-25,nan,nan,Last reviewed on 2023-07-29. Control operating effectively.,2023-07-29 00:00:00,N00000,All Functions,N40000,Group Functions,N40100,Group Risk Control,N40110,Non-Financial Risk,N40111,Operational Risk,N40112,Risk Assessment,N40113,Control Testing,N0000,UBS Group AG (Regional),EMEA,Europe Middle East Africa,SCH,Switzerland,C756,Switzerland,1000,UBS AG Zurich,Matthew Li,38595818,Team Lead,Christopher Young,39158087,Isabella Miller,28792245,nan,nan,False,True,False,False,True,Control is SOX relevant due to impact on financial reporting for Group Functions.,nan,Technology Committee,Derivatives,Bloomberg,nan,Robert Rodriguez,43257324,2020-07-01,nan,nan,2023-07-29,2023-07-29,"Key Control, Regulatory Control, BCBS239 Control","Cutoff, Valuation","Data Management, Financial Crime Prevention","1, 3","1.3, 3.1","N10112, N20113, N40213","Electronic Trading, Investment Advisory, DevOps",Control applies to multiple functions within Group Functions.,"2210, 4300","UBS Europe SE Frankfurt, UBS Securities Japan Co Ltd",Control deployed across Europe Middle East Africa region.
,CTRL-5284391408,Change Management Approval Control - Group Functions,This control ensures that change management approval - group functions processes are executed according to established procedures.,True,Level 2,CTRL-6756332150,2nd Line Detective,Manual,Daily,True,"Evidence includes system screenshots, approval emails, and reconciliation reports for change management approval control - group functions.",2022-03-31,False,nan,Active,2022-03-31,nan,nan,Last reviewed on 2025-05-11. Control operating effectively.,2025-05-11 00:00:00,N00000,All Functions,N40000,Group Functions,N40400,Group Finance,N40410,Financial Reporting,N40411,Regulatory Reporting,N40412,Capital Reporting,N40413,Capital Calculations,N0000,UBS Group AG (Regional),EMEA,Europe Middle East Africa,SGE,Germany & Austria,C276,Germany,2210,UBS Europe SE Frankfurt,Christopher Thompson,63992760,Business Manager,Kevin Martinez,47241089,Isabella Fischer,20606094,Joshua Thomas,30854365,False,False,False,False,False,nan,nan,Risk Committee,Derivatives,Internal System,nan,Linda Jackson,17772004,2022-03-03,nan,25567455,2025-05-11,nan,Regulatory Control,nan,"Technology Production Stability, Market Conduct, Conduct Risk","1, 4, 4","1.1, 4.2, 4.1","N14963, N10122, N10112","Deal Execution, Options Trading, Electronic Trading",Control applies to multiple functions within Group Functions.,"1000, 4100, 2100","UBS AG Zurich, UBS AG Hong Kong Branch, UBS AG London Branch",Control deployed across Europe Middle East Africa region.
,CTRL-7483366056,Crisis Management Activation Control - Group Functions,This control ensures crisis management activation - group functions capabilities are maintained and tested.,False,Level 2,CTRL-9963334018,Preventative,Automated,Event Triggered,False,"Evidence includes system screenshots, approval emails, and reconciliation reports for crisis management activation control - group functions.",2020-10-10,False,2020-11-09,Active,2020-10-10,nan,nan,Last reviewed on 2024-07-04. Control operating effectively.,2024-07-04 00:00:00,N00000,All Functions,N40000,Group Functions,N40200,Group Technology,N40210,Infrastructure,N40211,Cloud Services,N40212,Platform Engineering,N40213,DevOps,N0000,UBS Group AG (Regional),APAC,Asia Pacific,SAP,Asia Pacific,C344,Hong Kong,4100,UBS AG Hong Kong Branch,Brian Wilson,59350218,Team Lead,Michael Miller,87029205,nan,nan,nan,nan,False,False,False,False,False,nan,nan,Risk Committee,Trading Assets,Internal System,nan,Joshua Smith,15910667,2020-09-16,James Jackson,nan,2024-07-04,nan,"CCAR Control, Key Control",nan,"Business Continuity, Anti-Money Laundering, Outsourcing Risk","6, 3, 2","6.1, 3.2, 2.2","N40113, N20113, N30113","Control Testing, Investment Advisory, Portfolio Management",Control applies to multiple functions within Group Functions.,4200,UBS AG Singapore Branch,Control deployed across Asia Pacific region.
,CTRL-1470939445,Incident Management Escalation Control - Asset Management,This control ensures that incident management escalation - asset management is performed according to established procedures.,True,Level 2,CTRL-4026113008,Preventative,Automated,Weekly,True,"Evidence includes system screenshots, approval emails, and reconciliation reports for incident management escalation control - asset management.",2020-09-18,True,2020-10-18,Active,2020-09-18,nan,nan,Last reviewed on 2023-04-18. Control operating effectively.,2023-04-18 00:00:00,N00000,All Functions,N30000,Asset Management,N30100,Traditional Investments,N30110,Fixed Income,N30111,Credit,N30112,Investment Grade,N30113,Portfolio Management,N0000,UBS Group AG (Regional),AMER,Americas,SNA,North America,C840,United States,3200,UBS Financial Services Inc,Jennifer Jackson,72267186,Senior Analyst,Nancy Lopez,36229153,nan,nan,nan,nan,False,False,False,False,False,nan,Local requirements for United States operations.,Compliance Committee,Trading Assets,Murex,nan,James Martin,13209180,2020-09-01,nan,nan,2023-04-18,2023-04-18,Financial Reporting Control,nan,Operational Resilience,6,6.3,N40113,Control Testing,Control applies to multiple functions within Asset Management.,"3200, 2100, 2210","UBS Financial Services Inc, UBS AG London Branch, UBS Europe SE Frankfurt",Control deployed across Americas region.
,CTRL-3694860228,Security Patch Management Control - Global Wealth Management,This control validates that security patch management - global wealth management requirements are met and monitored.,False,Level 2,CTRL-1667779376,1st Line Detective,Automated,Weekly,True,"Evidence includes system screenshots, approval emails, and reconciliation reports for security patch management control - global wealth management.",2020-07-11,True,2020-08-10,Active,2020-07-11,nan,nan,Last reviewed on 2024-04-19. Control operating effectively.,2024-04-19 00:00:00,N00000,All Functions,N20000,Global Wealth Management,N20100,Ultra High Net Worth,N20110,Private Banking,N20111,Client Advisory,N20112,Portfolio Management,N20113,Investment Advisory,N0000,UBS Group AG (Regional),APAC,Asia Pacific,SAP,Asia Pacific,C702,Singapore,4200,UBS AG Singapore Branch,David Mueller,52279780,Director,Robert Chen,70768130,nan,nan,Sarah Moore,20024377,True,False,False,False,False,nan,nan,Compliance Committee,Revenue,Murex,nan,Benjamin Wilson,70339827,2020-07-09,nan,nan,2024-04-19,2024-04-19,"Application Control, Regulatory Control",nan,"Cyber and Information Security, Third Party Management","1, 2","1.2, 2.1","N20213, N10122","Trust Services, Options Trading",Control applies to multiple functions within Global Wealth Management.,1000,UBS AG Zurich,Control deployed across Asia Pacific region.
,CTRL-5567816720,Conflicts of Interest Review Control - Global Wealth Management,This control manages conflicts of interest review - global wealth management to ensure appropriate employee behavior.,False,Level 2,CTRL-2625792787,Preventative,IT Dependent Manual,Semi-Annually,False,"Evidence includes system screenshots, approval emails, and reconciliation reports for conflicts of interest review control - global wealth management.",2020-07-28,True,nan,Active,2020-07-28,nan,nan,Last reviewed on 2024-05-23. Control operating effectively.,2024-05-23 00:00:00,N00000,All Functions,N20000,Global Wealth Management,N20200,High Net Worth,N20210,Wealth Planning,N20211,Tax Advisory,N20212,Estate Planning,N20213,Trust Services,N0000,UBS Group AG (Regional),EMEA,Europe Middle East Africa,SB,UK & Ireland,C782,United Kingdom,2100,UBS AG London Branch,Lucas Davis,11604831,Business Manager,Daniel Rodriguez,36592965,nan,nan,nan,nan,False,True,False,False,True,Control is SOX relevant due to impact on financial reporting for Global Wealth Management.,nan,Risk Committee,Deposits,Reuters,nan,Michael Jones,12925970,2020-07-05,Alexander Young,22345163,2024-05-23,2024-05-23,"SOX Control, Key Control, Application Control",Valuation,Conduct Risk,4,4.1,"N40113, N40413, N40213","Control Testing, Capital Calculations, DevOps",Control applies to multiple functions within Global Wealth Management.,4200,UBS AG Singapore Branch,Control deployed across Europe Middle East Africa region.
,CTRL-9573276057,Incident Management Escalation Control - Group Functions,This control ensures that incident management escalation - group functions is performed according to established procedures.,True,Level 2,CTRL-7887950851,2nd Line Detective,Automated,Intraday,False,"Evidence includes system screenshots, approval emails, and reconciliation reports for incident management escalation control - group functions.",2021-08-11,False,nan,Inactive,2021-08-11,2025-09-26,Business process discontinued,Deactivated on 2025-09-26.,2023-11-01 00:00:00,N00000,All Functions,N40000,Group Functions,N40100,Group Risk Control,N40110,Non-Financial Risk,N40111,Operational Risk,N40112,Risk Assessment,N40113,Control Testing,N0000,UBS Group AG (Regional),EMEA,Europe Middle East Africa,SCH,Switzerland,C756,Switzerland,1000,UBS AG Zurich,Emma White,58199211,Director,Kevin Lopez,56175477,nan,nan,Brian Chen,62127652,False,True,False,True,False,Control is SOX relevant due to impact on financial reporting for Group Functions.,nan,Risk Committee,Derivatives,SAP,Replaced by CTRL-1685583357,Evelyn Jackson,45772648,2021-07-27,Sophia Moore,62133188,2023-11-01,nan,"CCAR Control, BCBS239 Control","Accuracy, Presentation and Disclosure, Existence","Intragroup Dependencies, Outsourcing Risk","2, 2","2.3, 2.2","N30113, N14963, N20113","Portfolio Management, Deal Execution, Investment Advisory",Control applies to multiple functions within Group Functions.,"3200, 2210","UBS Financial Services Inc, UBS Europe SE Frankfurt",Control deployed across Europe Middle East Africa region.
,CTRL-7567496105,PEP Screening Control - Investment Bank,This control monitors pep screening - investment bank activities to detect and prevent financial crime.,False,Level 2,CTRL-6756332150,Detective,Manual,Annually,True,"Evidence includes system screenshots, approval emails, and reconciliation reports for pep screening control - investment bank.",2021-03-25,True,2021-04-24,Active,2021-03-25,nan,nan,Last reviewed on 2025-12-14. Control operating effectively.,2025-12-14 00:00:00,N00000,All Functions,N10000,Investment Bank,N10007,Global Markets,N10100,Equities,N10110,Cash Equities,N10111,Execution Services,N10112,Electronic Trading,N0000,UBS Group AG (Regional),EMEA,Europe Middle East Africa,SGE,Germany & Austria,C276,Germany,2210,UBS Europe SE Frankfurt,Jessica Kumar,19735027,Senior Analyst,Patricia Miller,55172462,nan,nan,nan,nan,False,True,True,False,False,Control is SOX relevant due to impact on financial reporting for Investment Bank.,nan,Audit Committee,nan,Bloomberg,nan,Susan Chen,33381086,2021-03-24,Karen Li,nan,2025-12-14,2025-12-14,"IT General Control, Regulatory Control","Valuation, Completeness, Accuracy",Financial Crime Prevention,3,3.1,N40413,Capital Calculations,Control applies to multiple functions within Investment Bank.,"2100, 2210","UBS AG London Branch, UBS Europe SE Frankfurt",Control deployed across Europe Middle East Africa region.
,CTRL-9639245200,Change Management Approval Control - Asset Management,This control ensures that change management approval - asset management is performed according to established procedures.,True,Level 2,CTRL-5710360983,Detective,IT Dependent Manual,Weekly,True,"Evidence includes system screenshots, approval emails, and reconciliation reports for change management approval control - asset management.",2021-12-03,True,2022-01-02,Active,2021-12-03,nan,nan,Last reviewed on 2023-06-09. Control operating effectively.,2023-06-09 00:00:00,N00000,All Functions,N30000,Asset Management,N30100,Traditional Investments,N30110,Fixed Income,N30111,Credit,N30112,Investment Grade,N30113,Portfolio Management,N0000,UBS Group AG (Regional),AMER,Americas,SNA,North America,C840,United States,3100,UBS Securities LLC,Benjamin Smith,16462242,Director,Matthew Martin,32325567,nan,nan,nan,nan,False,False,False,False,False,nan,Local requirements for United States operations.,Technology Committee,Loans,Calypso,nan,Kevin White,23613510,2021-11-09,Brian Moore,nan,2023-06-09,nan,Regulatory Control,nan,"Operational Resilience, Technology Change Management, Regulatory Change","6, 1, 5","6.3, 1.4, 5.3",N30113,Portfolio Management,Control applies to multiple functions within Asset Management.,"2210, 2100","UBS Europe SE Frankfurt, UBS AG London Branch",Control deployed across Americas region.
,CTRL-4095476665,Data Classification Review Control - Investment Bank,This control ensures data integrity through data classification review - investment bank.,False,Level 2,CTRL-7635473142,Detective,IT Dependent Manual,Event Triggered,False,"Evidence includes system screenshots, approval emails, and reconciliation reports for data classification review control - investment bank.",2020-07-20,False,nan,Active,2020-07-20,nan,nan,Last reviewed on 2025-09-15. Control operating effectively.,2025-09-15 00:00:00,N00000,All Functions,N10000,Investment Bank,N14952,Investment Banking,N14960,Advisory,N14961,M&A,N14962,Cross Border M&A,N14963,Deal Execution,N0000,UBS Group AG (Regional),APAC,Asia Pacific,SAP,Asia Pacific,C702,Singapore,4200,UBS AG Singapore Branch,David Fischer,41883191,Business Manager,Sophia Harris,86741644,nan,nan,Karen Lopez,30614492,False,True,True,False,False,Control is SOX relevant due to impact on financial reporting for Investment Bank.,nan,Compliance Committee,Loans,Murex,nan,Benjamin Johnson,37776759,2020-07-09,nan,nan,2025-09-15,nan,Regulatory Control,"Classification, Rights and Obligations, Accuracy, Valuation",Data Management,1,1.3,N40313,Transaction Monitoring,Control applies to multiple functions within Investment Bank.,"1000, 4300","UBS AG Zurich, UBS Securities Japan Co Ltd",Control deployed across Asia Pacific region.
,CTRL-8047877267,Employee Conduct Monitoring Control - Group Functions,This control ensures that employee conduct monitoring - group functions is performed according to established procedures.,True,Level 2,CTRL-3479708607,Preventative,Manual,Weekly,False,"Evidence includes system screenshots, approval emails, and reconciliation reports for employee conduct monitoring control - group functions.",2021-07-08,False,2021-08-07,Active,2021-07-08,nan,nan,Last reviewed on 2025-08-10. Control operating effectively.,2025-08-10 00:00:00,N00000,All Functions,N40000,Group Functions,N40100,Group Risk Control,N40110,Non-Financial Risk,N40111,Operational Risk,N40112,Risk Assessment,N40113,Control Testing,N0000,UBS Group AG (Regional),APAC,Asia Pacific,SAP,Asia Pacific,C344,Hong Kong,4100,UBS AG Hong Kong Branch,Christopher Wright,86868410,Team Lead,Andrew Fischer,20597167,Patricia Williams,77390918,Brian Martinez,26143959,True,True,True,True,False,Control is SOX relevant due to impact on financial reporting for Group Functions.,Local requirements for Hong Kong operations.,Audit Committee,Trading Assets,nan,nan,Alexander Rodriguez,15727862,2021-06-23,nan,68437492,2025-08-10,nan,"Automated Control, Regulatory Control","Completeness, Existence, Rights and Obligations",Legal Risk,5,5.2,"N40113, N40313, N30113","Control Testing, Transaction Monitoring, Portfolio Management",Control applies to multiple functions within Group Functions.,"4300, 4200","UBS Securities Japan Co Ltd, UBS AG Singapore Branch",Control deployed across Asia Pacific region.
,CTRL-5774080233,Regulatory Change Impact Assessment Control - Group Functions,This control ensures regulatory change impact assessment - group functions requirements are met with proper documentation.,False,Level 2,CTRL-3746317213,Preventative,Automated,Annually,True,"Evidence includes system screenshots, approval emails, and reconciliation reports for regulatory change impact assessment control - group functions.",2020-11-18,False,2020-12-18,Active,2020-11-18,nan,nan,Last reviewed on 2023-07-25. Control operating effectively.,2023-07-25 00:00:00,N00000,All Functions,N40000,Group Functions,N40400,Group Finance,N40410,Financial Reporting,N40411,Regulatory Reporting,N40412,Capital Reporting,N40413,Capital Calculations,N0000,UBS Group AG (Regional),APAC,Asia Pacific,SAP,Asia Pacific,C702,Singapore,4200,UBS AG Singapore Branch,Patricia Williams,63122402,Senior Analyst,Evelyn Brown,73782705,nan,nan,nan,nan,False,False,False,False,False,nan,Local requirements for Singapore operations.,Operating Committee,Revenue,Calypso,nan,Jennifer Fischer,47627490,2020-10-30,Benjamin Moore,nan,2023-07-25,2023-07-25,"Financial Reporting Control, Regulatory Control, IT General Control, Manual Control",nan,Regulatory Compliance,5,5.1,"N10122, N20113, N40213","Options Trading, Investment Advisory, DevOps",Control applies to multiple functions within Group Functions.,4200,UBS AG Singapore Branch,Control deployed across Asia Pacific region.
